item_id,participant_id,age,gender,first_language,other_languages,clinical_diagnoses,stimulus,response,accuracy
11,11,25,Female,Greek,English,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε μία λαρέκλα στον κήπο μου. Σήμερα υπήρχε μία ακόμη. Τώρα υπάρχουν δύο ;,λαρέκλες,1
12,11,25,Female,Greek,English,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε μία γανίδα στον κήπο μου. Σήμερα υπήρχε μία ακόμη. Τώρα υπάρχουν δύο ;,γανίδες,1
13,11,25,Female,Greek,English,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε μία λωγραφιά στον κήπο μου. Σήμερα υπήρχε μία ακόμη. Τώρα υπάρχουν δύο ;,λωγραφιές,1
14,11,25,Female,Greek,English,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε μία πτένα στον κήπο μου. Σήμερα υπήρχε μία ακόμη. Τώρα υπάρχουν δύο ;,πτένες,1
15,11,25,Female,Greek,English,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι  στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε ένα δρανίο  στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο ;,δρανία,1
16,11,25,Female,Greek,English,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε μία ξάμπα στον κήπο μου. Σήμερα υπήρχε μία ακόμη. Τώρα υπάρχουν δύο ;,ξάμπες,1
17,11,25,Female,Greek,English,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε μία λέφα στον κήπο μου. Σήμερα υπήρχε μία ακόμη. Τώρα υπάρχουν δύο ;,λέφες,1
18,11,25,Female,Greek,English,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε μία τάμπα στον κήπο μου. Σήμερα υπήρχε μία ακόμη. Τώρα υπάρχουν δύο ;,τάμπες,1
19,11,25,Female,Greek,English,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε μία φέστη στον κήπο μου. Σήμερα υπήρχε μία ακόμη. Τώρα υπάρχουν δύο ;,φέστες,1
20,11,25,Female,Greek,English,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε μία νόρτα στον κήπο μου. Σήμερα υπήρχε μία ακόμη. Τώρα υπάρχουν δύο ;,νόρτες,1
21,11,25,Female,Greek,English,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε ένας ζίνακας στον κήπο μου. Σήμερα υπήρχε ένας ακόμη. Τώρα υπάρχουν δύο ;,ζίνακες,1
22,11,25,Female,Greek,English,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε ένας βορτιστής στον κήπο μου. Σήμερα υπήρχε ένας ακόμη. Τώρα υπάρχουν δύο ;,βορτιστές,1
23,11,25,Female,Greek,English,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε ένας πάκτος στον κήπο μου. Σήμερα υπήρχε ένας ακόμη. Τώρα υπάρχουν δύο ;,πάκτοι,1
24,11,25,Female,Greek,English,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε ένας λίγρης στον κήπο μου. Σήμερα υπήρχε ένας ακόμη. Τώρα υπάρχουν δύο ;,λίγρεις/λίγρηδες,1
25,11,25,Female,Greek,English,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε ένας τίλος στον κήπο μου. Σήμερα υπήρχε ένας ακόμη. Τώρα υπάρχουν δύο ;,τίλοι,1
26,11,25,Female,Greek,English,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε ένας σόγος στον κήπο μου. Σήμερα υπήρχε ένας ακόμη. Τώρα υπάρχουν δύο ;,σόγοι,1
27,11,25,Female,Greek,English,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε ένας χόβος στον κήπο μου. Σήμερα υπήρχε ένας ακόμη. Τώρα υπάρχουν δύο ;,χόβοι,1
28,11,25,Female,Greek,English,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε ένας σύργος στον κήπο μου. Σήμερα υπήρχε ένας ακόμη. Τώρα υπάρχουν δύο ;,σύργοι,1
29,11,25,Female,Greek,English,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε ένας φρόμος στον κήπο μου. Σήμερα υπήρχε ένας ακόμη. Τώρα υπάρχουν δύο ;,φρόμοι,1
30,11,25,Female,Greek,English,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε ένας κράχος στον κήπο μου. Σήμερα υπήρχε ένας ακόμη. Τώρα υπάρχουν δύο ;,κράχοι,1
1,12,19,Female,Greek,English,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε ένα φοντίκι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο ;,Φοντικια,1
